qa_id,agent_id,interaction_id,score,notes
QA225267,A026,INT0010069,87,Agent followed protocol correctly and confirmed resolution with customer.
QA734110,A027,INT0010071,94,Agent followed protocol correctly and confirmed resolution with customer.
QA208462,A061,INT0010073,63,Agent closed interaction prematurely; customer issue was not fully addressed.
QA900028,A010,INT0010092,92,Agent followed protocol correctly and confirmed resolution with customer.
QA641703,A065,INT0010114,93,Agent followed protocol correctly and confirmed resolution with customer.
QA398737,A047,INT0010128,81,Agent followed protocol correctly and confirmed resolution with customer.
QA179294,A041,INT0010146,83,Agent followed protocol correctly and confirmed resolution with customer.
QA486534,A001,INT0010149,100,Agent followed protocol correctly and confirmed resolution with customer.
QA510051,A048,INT0010153,80,Agent followed protocol correctly and confirmed resolution with customer.
QA652832,A017,INT0010157,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA673774,A008,INT0010181,92,Agent followed protocol correctly and confirmed resolution with customer.
QA384182,A036,INT0010183,94,Agent followed protocol correctly and confirmed resolution with customer.
QA353273,A064,INT0010184,99,Agent followed protocol correctly and confirmed resolution with customer.
QA313349,A003,INT0010191,83,Agent followed protocol correctly and confirmed resolution with customer.
QA122039,A011,INT0010197,82,Agent followed protocol correctly and confirmed resolution with customer.
QA399877,A032,INT0010222,88,Agent followed protocol correctly and confirmed resolution with customer.
QA375185,A049,INT0010234,97,Agent followed protocol correctly and confirmed resolution with customer.
QA383134,A067,INT0010248,93,Agent followed protocol correctly and confirmed resolution with customer.
QA461716,A001,INT0010262,83,Agent followed protocol correctly and confirmed resolution with customer.
QA936505,A075,INT0010273,84,Agent followed protocol correctly and confirmed resolution with customer.
QA433596,A015,INT0010274,99,Agent followed protocol correctly and confirmed resolution with customer.
QA845284,A015,INT0010281,90,Agent followed protocol correctly and confirmed resolution with customer.
QA619820,A004,INT0010283,88,Agent followed protocol correctly and confirmed resolution with customer.
QA395704,A008,INT0010322,87,Agent followed protocol correctly and confirmed resolution with customer.
QA597942,A035,INT0010326,67,Agent closed interaction prematurely; customer issue was not fully addressed.
QA303407,A050,INT0010355,81,Agent followed protocol correctly and confirmed resolution with customer.
QA136822,A050,INT0010368,85,Agent followed protocol correctly and confirmed resolution with customer.
QA866557,A042,INT0010384,98,Agent followed protocol correctly and confirmed resolution with customer.
QA991366,A028,INT0010388,66,Agent closed interaction prematurely; customer issue was not fully addressed.
QA260062,A023,INT0010391,96,Agent followed protocol correctly and confirmed resolution with customer.
QA942455,A012,INT0010393,93,Agent followed protocol correctly and confirmed resolution with customer.
QA426476,A046,INT0010402,81,Agent followed protocol correctly and confirmed resolution with customer.
QA224311,A035,INT0010412,95,Agent followed protocol correctly and confirmed resolution with customer.
QA746723,A043,INT0010425,92,Agent followed protocol correctly and confirmed resolution with customer.
QA656665,A007,INT0010436,82,Agent followed protocol correctly and confirmed resolution with customer.
QA602480,A030,INT0010438,96,Agent followed protocol correctly and confirmed resolution with customer.
QA493539,A044,INT0010447,95,Agent followed protocol correctly and confirmed resolution with customer.
QA956359,A040,INT0010456,93,Agent followed protocol correctly and confirmed resolution with customer.
QA932178,A022,INT0010475,97,Agent followed protocol correctly and confirmed resolution with customer.
QA814243,A035,INT0010488,89,Agent followed protocol correctly and confirmed resolution with customer.
QA831459,A020,INT0010512,86,Agent followed protocol correctly and confirmed resolution with customer.
QA645757,A014,INT0010516,73,Agent closed interaction prematurely; customer issue was not fully addressed.
QA462916,A037,INT0010522,85,Agent followed protocol correctly and confirmed resolution with customer.
QA823970,A002,INT0010528,96,Agent followed protocol correctly and confirmed resolution with customer.
QA168327,A032,INT0010531,68,Agent closed interaction prematurely; customer issue was not fully addressed.
QA367035,A054,INT0010533,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA632858,A009,INT0010535,54,Agent closed interaction prematurely; customer issue was not fully addressed.
QA927894,A050,INT0010539,88,Agent followed protocol correctly and confirmed resolution with customer.
QA757023,A064,INT0010554,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA261510,A037,INT0010565,92,Agent followed protocol correctly and confirmed resolution with customer.
QA606975,A064,INT0010576,90,Agent followed protocol correctly and confirmed resolution with customer.
QA586157,A072,INT0010579,50,Agent closed interaction prematurely; customer issue was not fully addressed.
QA229632,A042,INT0010583,61,Agent closed interaction prematurely; customer issue was not fully addressed.
QA300090,A016,INT0010588,82,Agent followed protocol correctly and confirmed resolution with customer.
QA711974,A046,INT0010595,86,Agent followed protocol correctly and confirmed resolution with customer.
QA629556,A073,INT0010598,94,Agent followed protocol correctly and confirmed resolution with customer.
QA389485,A046,INT0010606,87,Agent followed protocol correctly and confirmed resolution with customer.
QA463371,A058,INT0010612,97,Agent followed protocol correctly and confirmed resolution with customer.
QA664960,A003,INT0010656,97,Agent followed protocol correctly and confirmed resolution with customer.
QA620327,A042,INT0010659,92,Agent followed protocol correctly and confirmed resolution with customer.
QA623828,A075,INT0010685,92,Agent followed protocol correctly and confirmed resolution with customer.
QA197467,A043,INT0010693,96,Agent followed protocol correctly and confirmed resolution with customer.
QA857319,A020,INT0010703,92,Agent followed protocol correctly and confirmed resolution with customer.
QA742017,A072,INT0010710,88,Agent followed protocol correctly and confirmed resolution with customer.
QA888902,A057,INT0010720,99,Agent followed protocol correctly and confirmed resolution with customer.
QA374861,A020,INT0010727,73,Agent closed interaction prematurely; customer issue was not fully addressed.
QA573334,A070,INT0010732,100,Agent followed protocol correctly and confirmed resolution with customer.
QA966102,A023,INT0010743,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA225046,A021,INT0010746,100,Agent followed protocol correctly and confirmed resolution with customer.
QA104939,A041,INT0010752,93,Agent followed protocol correctly and confirmed resolution with customer.
QA497767,A045,INT0010760,90,Agent followed protocol correctly and confirmed resolution with customer.
QA716703,A058,INT0010778,95,Agent followed protocol correctly and confirmed resolution with customer.
QA680460,A007,INT0010784,84,Agent followed protocol correctly and confirmed resolution with customer.
QA103541,A001,INT0010789,81,Agent followed protocol correctly and confirmed resolution with customer.
QA111500,A045,INT0010790,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA324750,A027,INT0010792,84,Agent followed protocol correctly and confirmed resolution with customer.
QA690109,A066,INT0010814,80,Agent followed protocol correctly and confirmed resolution with customer.
QA535896,A002,INT0010820,70,Agent closed interaction prematurely; customer issue was not fully addressed.
QA378230,A072,INT0010824,84,Agent followed protocol correctly and confirmed resolution with customer.
QA940290,A018,INT0010843,82,Agent followed protocol correctly and confirmed resolution with customer.
QA547609,A073,INT0010867,96,Agent followed protocol correctly and confirmed resolution with customer.
QA969494,A018,INT0010870,59,Agent closed interaction prematurely; customer issue was not fully addressed.
QA596118,A012,INT0010873,95,Agent followed protocol correctly and confirmed resolution with customer.
QA303966,A031,INT0010898,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA146309,A034,INT0010906,88,Agent followed protocol correctly and confirmed resolution with customer.
QA846576,A032,INT0010918,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA783683,A074,INT0010934,99,Agent followed protocol correctly and confirmed resolution with customer.
QA583295,A052,INT0010940,69,Agent closed interaction prematurely; customer issue was not fully addressed.
QA767939,A036,INT0010963,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA412026,A008,INT0010964,72,Agent closed interaction prematurely; customer issue was not fully addressed.
QA912100,A052,INT0010965,65,Agent closed interaction prematurely; customer issue was not fully addressed.
QA112957,A058,INT0010971,88,Agent followed protocol correctly and confirmed resolution with customer.
QA836524,A015,INT0010975,82,Agent followed protocol correctly and confirmed resolution with customer.
QA885748,A021,INT0010980,59,Agent closed interaction prematurely; customer issue was not fully addressed.
QA709761,A069,INT0010984,71,Agent closed interaction prematurely; customer issue was not fully addressed.
QA336469,A023,INT0010992,87,Agent followed protocol correctly and confirmed resolution with customer.
QA550854,A069,INT0011001,84,Agent followed protocol correctly and confirmed resolution with customer.
QA555088,A007,INT0011010,82,Agent followed protocol correctly and confirmed resolution with customer.
QA943033,A012,INT0011040,74,Agent closed interaction prematurely; customer issue was not fully addressed.
QA793998,A049,INT0011056,86,Agent followed protocol correctly and confirmed resolution with customer.
QA167495,A001,INT0011057,86,Agent followed protocol correctly and confirmed resolution with customer.
QA291957,A020,INT0011059,88,Agent followed protocol correctly and confirmed resolution with customer.
QA778863,A059,INT0011071,86,Agent followed protocol correctly and confirmed resolution with customer.
QA185338,A069,INT0011086,87,Agent followed protocol correctly and confirmed resolution with customer.
QA809561,A029,INT0011087,81,Agent followed protocol correctly and confirmed resolution with customer.
QA375589,A051,INT0011111,91,Agent followed protocol correctly and confirmed resolution with customer.
QA733214,A066,INT0011118,94,Agent followed protocol correctly and confirmed resolution with customer.
QA180753,A037,INT0011135,99,Agent followed protocol correctly and confirmed resolution with customer.
