survey_id,interaction_id,rating,comment
SURV408087,INT0010332,3,Took a while but got sorted eventually.
SURV166283,INT0010343,2,The issue wasn't fixed.
SURV791700,INT0010346,3,Took a while but got sorted eventually.
SURV138741,INT0010351,1,The issue wasn't fixed.
SURV941656,INT0010359,5,"Quick and easy, thanks!"
SURV686599,INT0010363,1,The issue wasn't fixed.
SURV580750,INT0010374,1,The issue wasn't fixed.
SURV262539,INT0010402,3,Took a while but got sorted eventually.
SURV215152,INT0010427,1,The issue wasn't fixed.
SURV718832,INT0010430,1,The issue wasn't fixed.
SURV413408,INT0010432,5,"Quick and easy, thanks!"
SURV208178,INT0010436,5,"Quick and easy, thanks!"
SURV525534,INT0010443,3,Took a while but got sorted eventually.
SURV202190,INT0010448,1,The issue wasn't fixed.
SURV711527,INT0010451,4,"Quick and easy, thanks!"
SURV498353,INT0010454,1,The issue wasn't fixed.
SURV697980,INT0010456,2,The issue wasn't fixed.
SURV216047,INT0010459,2,The issue wasn't fixed.
SURV424754,INT0010460,2,The issue wasn't fixed.
SURV468770,INT0010469,5,"Quick and easy, thanks!"
SURV170470,INT0010483,1,The issue wasn't fixed.
SURV242077,INT0010487,4,"Quick and easy, thanks!"
SURV807862,INT0010492,4,Took a while but got sorted eventually.
SURV932665,INT0010506,3,Took a while but got sorted eventually.
SURV857690,INT0010524,2,The issue wasn't fixed.
SURV909061,INT0010526,4,Took a while but got sorted eventually.
SURV150145,INT0010529,1,The issue wasn't fixed.
SURV856151,INT0010538,4,"Quick and easy, thanks!"
SURV472059,INT0010542,5,"Quick and easy, thanks!"
SURV765358,INT0010544,5,"Quick and easy, thanks!"
SURV500735,INT0010545,4,"Quick and easy, thanks!"
SURV673378,INT0010555,4,Took a while but got sorted eventually.
SURV608282,INT0010557,5,"Quick and easy, thanks!"
SURV105864,INT0010560,5,"Quick and easy, thanks!"
SURV927788,INT0010564,5,"Quick and easy, thanks!"
SURV616291,INT0010566,4,"Quick and easy, thanks!"
SURV178107,INT0010577,2,The issue wasn't fixed.
SURV211886,INT0010587,4,"Quick and easy, thanks!"
SURV517027,INT0010602,5,"Quick and easy, thanks!"
SURV949580,INT0010603,4,Took a while but got sorted eventually.
SURV755795,INT0010604,1,The issue wasn't fixed.
SURV512219,INT0010607,5,"Quick and easy, thanks!"
SURV687823,INT0010610,4,Took a while but got sorted eventually.
SURV765643,INT0010624,5,"Quick and easy, thanks!"
SURV210739,INT0010631,2,The issue wasn't fixed.
SURV850577,INT0010632,5,"Quick and easy, thanks!"
SURV489906,INT0010635,4,"Quick and easy, thanks!"
SURV406331,INT0010636,3,Took a while but got sorted eventually.
SURV414786,INT0010641,5,"Quick and easy, thanks!"
SURV368498,INT0010653,4,Took a while but got sorted eventually.
SURV594356,INT0010664,5,"Quick and easy, thanks!"
SURV173189,INT0010670,5,"Quick and easy, thanks!"
SURV839175,INT0010679,1,The issue wasn't fixed.
SURV353318,INT0010686,2,The issue wasn't fixed.
SURV346199,INT0010687,2,The issue wasn't fixed.
SURV708762,INT0010690,1,The issue wasn't fixed.
SURV244934,INT0010697,5,"Quick and easy, thanks!"
SURV877044,INT0010703,1,The issue wasn't fixed.
SURV635754,INT0010724,2,The issue wasn't fixed.
SURV838775,INT0010733,3,Took a while but got sorted eventually.
SURV793284,INT0010742,1,The issue wasn't fixed.
SURV138661,INT0010763,4,"Quick and easy, thanks!"
SURV615469,INT0010774,3,Took a while but got sorted eventually.
SURV543422,INT0010779,4,"Quick and easy, thanks!"
SURV863739,INT0010782,4,Took a while but got sorted eventually.
SURV421104,INT0010784,4,Took a while but got sorted eventually.
SURV894077,INT0010798,5,"Quick and easy, thanks!"
SURV497783,INT0010799,1,The issue wasn't fixed.
SURV568167,INT0010802,2,The issue wasn't fixed.
SURV460763,INT0010817,1,The issue wasn't fixed.
SURV221363,INT0010821,1,The issue wasn't fixed.
SURV384969,INT0010828,2,The issue wasn't fixed.
SURV570960,INT0010837,1,The issue wasn't fixed.
SURV917928,INT0010844,4,Took a while but got sorted eventually.
SURV251837,INT0010845,4,Took a while but got sorted eventually.
SURV659710,INT0010849,1,The issue wasn't fixed.
SURV696183,INT0010858,1,The issue wasn't fixed.
SURV898788,INT0010875,5,"Quick and easy, thanks!"
SURV514593,INT0010894,4,"Quick and easy, thanks!"
SURV985909,INT0010895,5,"Quick and easy, thanks!"
SURV406980,INT0010903,3,Took a while but got sorted eventually.
SURV408293,INT0010934,4,"Quick and easy, thanks!"
SURV643751,INT0010938,2,The issue wasn't fixed.
SURV239544,INT0010954,1,The issue wasn't fixed.
SURV226256,INT0010957,4,Took a while but got sorted eventually.
SURV764931,INT0010972,4,Took a while but got sorted eventually.
SURV816441,INT0010973,3,Took a while but got sorted eventually.
SURV593436,INT0010978,4,"Quick and easy, thanks!"
SURV944994,INT0010980,1,The issue wasn't fixed.
SURV811659,INT0010985,2,The issue wasn't fixed.
SURV898902,INT0010986,3,Took a while but got sorted eventually.
SURV100472,INT0010991,5,"Quick and easy, thanks!"
SURV887930,INT0010994,4,"Quick and easy, thanks!"
SURV431759,INT0010998,3,Took a while but got sorted eventually.
SURV695955,INT0011006,1,The issue wasn't fixed.
SURV945680,INT0011007,2,The issue wasn't fixed.
SURV636183,INT0011020,5,"Quick and easy, thanks!"
SURV735557,INT0011024,2,The issue wasn't fixed.
SURV570522,INT0011032,4,"Quick and easy, thanks!"
SURV789635,INT0011036,4,"Quick and easy, thanks!"
SURV652185,INT0011050,4,Took a while but got sorted eventually.
SURV725621,INT0011055,4,"Quick and easy, thanks!"
SURV966058,INT0011057,3,Took a while but got sorted eventually.
SURV344314,INT0011077,3,Took a while but got sorted eventually.
SURV527045,INT0011092,2,The issue wasn't fixed.
SURV470835,INT0011097,5,"Quick and easy, thanks!"
SURV877916,INT0011101,5,"Quick and easy, thanks!"
SURV547260,INT0011107,1,The issue wasn't fixed.
SURV338648,INT0011114,4,"Quick and easy, thanks!"
SURV531184,INT0011122,4,Took a while but got sorted eventually.
